id,StopArrivalTime,BusArrivalTime,BusDepartureTime,StartStopId,EndStopId,BusType, Num Detours
1170,623,1041,1061,S2,S4,Red,0
1203,635,1041,1061,S2,S4,Red,0
1013,596,1140,1063,S2,S6,Red,1
561,501,1048,1063,S6,S2,Red,2
341,452,1048,1063,S7,S2,Red,2
598,505,1048,1063,S10,S2,Red,2
767,547,1048,1063,S13,S2,Red,2
783,552,1048,1063,S13,S2,Red,2
793,553,1048,1063,S13,S2,Red,2
1070,605,1048,1063,S14,S2,Red,2
1102,613,1048,1063,S14,S2,Red,2
912,575,1048,1063,S15,S2,Red,2
920,575,1048,1063,S15,S2,Red,2
1103,613,1048,1063,S16,S2,Red,2
1106,613,1041,1072,S2,S5,Red,0
1000,593,1061,1072,S4,S5,Red,0
1204,635,1063,1077,S2,S3,Red,0
1214,636,1063,1077,S2,S3,Red,0
1225,639,1063,1077,S2,S3,Red,0
1241,644,1063,1077,S2,S3,Red,0
1243,644,1063,1077,S2,S3,Red,0
1266,649,1063,1077,S2,S3,Red,0
1019,596,1140,1081,S2,S9,Red,1
1041,598,1140,1081,S2,S9,Red,1
1044,598,1140,1081,S2,S9,Red,1
1160,623,1035,1081,S3,S9,Red,1
514,487,1071,1083,S9,S2,Red,2
536,494,1071,1083,S9,S2,Red,2
1104,613,1071,1083,S14,S2,Red,2
1157,623,1041,1084,S2,S6,Red,0
1288,653,1063,1085,S2,S4,Red,0
1038,597,1140,1088,S2,S10,Red,1
1082,609,1140,1088,S2,S10,Red,1
1186,629,1035,1088,S3,S10,Red,1
1084,609,1140,1094,S2,S11,Red,1
644,521,1051,1094,S5,S11,Red,1
1305,661,1083,1094,S2,S3,Red,0
1379,675,1083,1094,S2,S3,Red,0
1425,686,1083,1094,S2,S3,Red,0
1179,625,1041,1095,S2,S8,Red,0
1187,629,1041,1095,S2,S8,Red,0
1212,636,1053,1095,S3,S8,Red,0
1230,639,1063,1095,S2,S5,Red,0
1043,598,1140,1098,S2,S12,Red,1
1394,681,1083,1100,S2,S4,Red,0
1109,613,1041,1103,S2,S9,Red,0
1223,639,1053,1103,S3,S9,Red,0
978,587,1061,1103,S4,S9,Red,0
746,543,1084,1103,S6,S9,Red,0
495,484,1095,1103,S8,S9,Red,0
498,484,1095,1103,S8,S9,Red,0
987,591,1140,1105,S2,S13,Red,1
652,521,1051,1105,S5,S13,Red,1
1292,658,1083,1110,S2,S5,Red,0
1339,665,1083,1110,S2,S5,Red,0
1382,676,1083,1110,S2,S5,Red,0
1409,683,1083,1110,S2,S5,Red,0
1387,676,1094,1110,S3,S5,Red,0
1018,596,1140,1111,S2,S14,Red,1
1029,597,1140,1111,S2,S14,Red,1
1050,598,1140,1111,S2,S14,Red,1
636,517,1051,1111,S5,S14,Red,1
494,484,1095,1111,S8,S10,Red,0
1257,646,1063,1114,S2,S7,Red,0
1272,650,1063,1114,S2,S7,Red,0
658,521,1072,1116,S5,S11,Red,0
609,507,1103,1116,S9,S11,Red,0
1002,594,1140,1116,S2,S15,Red,1
1062,605,1140,1116,S2,S15,Red,1
617,514,1088,1116,S10,S15,Red,1
741,543,1094,1116,S11,S15,Red,1
1268,649,1063,1118,S2,S8,Red,0
664,525,1072,1120,S5,S12,Red,0
1346,667,1083,1124,S2,S6,Red,0
1429,686,1083,1124,S2,S6,Red,0
1219,636,1063,1125,S2,S9,Red,0
1227,639,1063,1125,S2,S9,Red,0
1270,649,1063,1125,S2,S9,Red,0
1281,653,1063,1125,S2,S9,Red,0
1283,653,1063,1125,S2,S9,Red,0
611,514,1114,1125,S7,S9,Red,0
1128,618,1041,1127,S2,S13,Red,0
1164,623,1041,1127,S2,S13,Red,0
1124,618,1041,1133,S2,S14,Red,0
1185,629,1041,1133,S2,S14,Red,0
1193,630,1041,1133,S2,S14,Red,0
1200,630,1041,1133,S2,S14,Red,0
614,514,1103,1133,S9,S14,Red,0
698,531,1110,1133,S5,S7,Red,0
528,488,1010,1133,S5,S2,Red,2
531,494,1010,1133,S5,S2,Red,2
582,505,1010,1133,S5,S2,Red,2
402,464,1010,1133,S9,S2,Red,2
418,466,1010,1133,S9,S2,Red,2
631,517,1010,1133,S11,S2,Red,2
1242,644,1063,1138,S2,S11,Red,0
1249,644,1063,1138,S2,S11,Red,0
1280,650,1077,1138,S3,S11,Red,0
1332,665,1077,1138,S3,S11,Red,0
692,531,1125,1138,S9,S11,Red,0
1174,625,1041,1139,S2,S15,Red,0
1234,641,1053,1139,S3,S15,Red,0
623,514,1103,1139,S9,S15,Red,0
655,521,1111,1139,S10,S15,Red,0
1236,641,1133,1139,S14,S15,Red,0
53,420,536,659,S2,S3,Red,1
45,420,420,432,S11,S13,Red,1
86,420,426,432,S12,S13,Red,1
52,420,536,659,S2,S4,Red,1
131,420,430,436,S7,S8,Red,1
8,420,420,442,S6,S9,Red,1
39,420,430,442,S7,S9,Red,1
133,420,430,442,S7,S9,Red,1
146,420,430,442,S7,S9,Red,1
164,420,430,442,S7,S9,Red,1
101,420,420,443,S11,S15,Red,1
160,420,432,443,S13,S15,Red,1
63,420,430,444,S5,S6,Red,1
16,420,536,659,S2,S5,Red,1
40,420,536,659,S2,S5,Red,1
46,420,536,659,S2,S5,Red,1
64,420,536,659,S2,S5,Red,1
82,420,536,659,S2,S5,Red,1
28,420,442,450,S9,S10,Red,1
75,420,430,455,S5,S8,Red,1
21,420,442,455,S9,S11,Red,1
60,420,536,659,S2,S6,Red,1
194,420,446,460,S5,S6,Red,1
176,420,420,462,S4,S9,Red,1
119,420,430,462,S5,S9,Red,1
32,420,420,465,S6,S13,Red,1
143,420,430,465,S7,S13,Red,1
85,420,430,468,S5,S10,Red,1
163,420,430,468,S5,S10,Red,1
49,420,455,468,S8,S10,Red,1
132,420,430,471,S7,S14,Red,1
165,420,455,471,S11,S14,Red,1
9,420,536,659,S2,S8,Red,1
23,420,536,659,S2,S8,Red,1
90,420,536,659,S2,S8,Red,1
3,420,430,474,S5,S11,Red,1
13,420,430,474,S5,S11,Red,1
193,420,444,474,S6,S11,Red,1
20,420,436,475,S8,S15,Red,1
27,420,442,475,S9,S15,Red,1
2,420,471,475,S14,S15,Red,1
17,420,463,588,S11,S2,Red,2
67,420,463,588,S11,S2,Red,2
94,420,463,588,S11,S2,Red,2
121,420,463,588,S11,S2,Red,2
195,420,463,588,S12,S2,Red,2
187,420,463,588,S13,S2,Red,2
106,420,420,478,S4,S12,Red,1
7,420,536,659,S2,S9,Red,1
36,420,536,659,S2,S9,Red,1
57,420,536,659,S2,S9,Red,1
191,420,446,480,S5,S9,Red,1
126,420,430,485,S5,S13,Red,1
68,420,536,659,S2,S10,Red,1
209,426,460,487,S6,S10,Red,1
50,420,472,487,S8,S10,Red,1
153,420,595,722,S2,S3,Red,1
171,420,595,722,S2,S3,Red,1
199,420,595,722,S2,S3,Red,1
232,431,595,722,S2,S3,Red,1
70,420,420,493,S4,S15,Red,1
34,420,430,493,S5,S15,Red,1
140,420,430,493,S5,S15,Red,1
33,420,468,493,S10,S15,Red,1
84,420,536,659,S2,S11,Red,1
1,420,431,493,S3,S11,Red,1
196,420,446,493,S5,S11,Red,1
230,430,595,722,S2,S4,Red,1
91,420,480,497,S9,S12,Red,1
72,420,493,503,S15,S16,Red,1
135,420,595,722,S2,S5,Red,1
142,420,595,722,S2,S5,Red,1
14,420,487,504,S3,S5,Red,1
55,420,487,504,S3,S5,Red,1
37,420,536,659,S2,S13,Red,1
6,420,536,659,S2,S14,Red,1
29,420,536,659,S2,S14,Red,1
222,430,493,509,S11,S14,Red,1
58,420,497,624,S6,S2,Red,2
79,420,497,624,S6,S2,Red,2
93,420,497,624,S6,S2,Red,2
88,420,497,624,S7,S2,Red,2
111,420,497,624,S7,S2,Red,2
136,420,497,624,S7,S2,Red,2
41,420,497,624,S9,S2,Red,2
197,420,497,624,S13,S2,Red,2
5,420,497,624,S14,S2,Red,2
43,420,536,659,S2,S15,Red,1
190,420,446,513,S5,S15,Red,1
69,420,472,513,S8,S15,Red,1
103,420,487,513,S10,S15,Red,1
279,440,632,756,S2,S3,Red,1
316,446,632,756,S2,S3,Red,1
318,446,632,756,S2,S3,Red,1
361,455,632,756,S2,S3,Red,1
125,420,595,722,S2,S7,Red,1
154,420,595,722,S2,S7,Red,1
223,430,494,525,S4,S7,Red,1
235,431,595,722,S2,S8,Red,1
238,431,595,722,S2,S8,Red,1
48,420,516,644,S4,S2,Red,2
120,420,516,644,S4,S2,Red,2
31,420,516,644,S5,S2,Red,2
172,420,516,644,S5,S2,Red,2
73,420,516,644,S9,S2,Red,2
26,420,516,644,S10,S2,Red,2
208,426,516,644,S13,S2,Red,2
89,420,516,644,S15,S2,Red,2
257,436,632,756,S2,S4,Red,1
98,420,524,531,S3,S4,Red,1
169,420,595,722,S2,S9,Red,1
244,432,595,722,S2,S9,Red,1
10,420,487,537,S3,S9,Red,1
306,444,632,756,S2,S5,Red,1
265,436,531,542,S4,S5,Red,1
178,420,595,722,S2,S10,Red,1
233,431,595,722,S2,S10,Red,1
396,462,652,774,S2,S3,Red,1
454,472,652,774,S2,S3,Red,1
491,478,652,774,S2,S3,Red,1
493,478,652,774,S2,S3,Red,1
124,420,595,722,S2,S11,Red,1
139,420,595,722,S2,S11,Red,1
149,420,595,722,S2,S11,Red,1
215,430,595,722,S2,S11,Red,1
420,465,652,774,S2,S4,Red,1
112,420,529,554,S8,S12,Red,1
312,446,632,756,S2,S6,Red,1
59,420,524,554,S3,S6,Red,1
53,420,536,659,S2,S3,Red,1
434,469,652,774,S2,S5,Red,1
450,471,652,774,S2,S5,Red,1
459,472,652,774,S2,S5,Red,1
465,474,652,774,S2,S5,Red,1
200,420,543,560,S3,S5,Red,1
212,430,504,561,S5,S13,Red,1
105,420,529,561,S8,S13,Red,1
280,440,549,561,S11,S13,Red,1
273,440,632,756,S2,S7,Red,1
313,446,632,756,S2,S7,Red,1
52,420,536,659,S2,S4,Red,1
302,444,632,756,S2,S8,Red,1
242,432,595,722,S2,S15,Red,1
24,420,487,570,S3,S15,Red,1
203,426,504,570,S5,S15,Red,1
108,420,543,570,S10,S15,Red,1
243,432,549,570,S11,S15,Red,1
303,444,632,756,S2,S9,Red,1
325,450,632,756,S2,S9,Red,1
326,450,632,756,S2,S9,Red,1
297,443,554,574,S6,S9,Red,1
16,420,536,659,S2,S5,Red,1
40,420,536,659,S2,S5,Red,1
46,420,536,659,S2,S5,Red,1
64,420,536,659,S2,S5,Red,1
82,420,536,659,S2,S5,Red,1
95,420,524,581,S3,S10,Red,1
207,426,504,581,S5,S16,Red,1
369,455,652,774,S2,S8,Red,1
298,443,632,756,S2,S11,Red,1
300,443,632,756,S2,S11,Red,1
237,431,542,586,S5,S11,Red,1
144,420,574,586,S9,S11,Red,1
17,420,463,588,S11,S2,Red,2
67,420,463,588,S11,S2,Red,2
94,420,463,588,S11,S2,Red,2
121,420,463,588,S11,S2,Red,2
195,420,463,588,S12,S2,Red,2
187,420,463,588,S13,S2,Red,2
60,420,536,659,S2,S6,Red,1
290,442,574,588,S5,S6,Red,1
391,462,652,774,S2,S9,Red,1
246,432,560,592,S5,S9,Red,1
364,455,652,774,S2,S10,Red,1
397,462,652,774,S2,S10,Red,1
469,474,652,774,S2,S10,Red,1
474,475,652,774,S2,S10,Red,1
247,432,560,598,S5,S10,Red,1
134,420,585,598,S8,S10,Red,1
294,443,632,756,S2,S13,Red,1
9,420,536,659,S2,S8,Red,1
23,420,536,659,S2,S8,Red,1
90,420,536,659,S2,S8,Red,1
251,436,632,756,S2,S14,Red,1
277,440,632,756,S2,S14,Red,1
241,432,531,603,S4,S14,Red,1
158,420,574,603,S9,S14,Red,1
415,465,652,774,S2,S11,Red,1
177,420,543,606,S3,S11,Red,1
272,440,560,606,S5,S11,Red,1
274,440,560,606,S5,S11,Red,1
151,420,598,606,S10,S11,Red,1
167,420,598,606,S10,S11,Red,1
7,420,536,659,S2,S9,Red,1
36,420,536,659,S2,S9,Red,1
57,420,536,659,S2,S9,Red,1
275,440,574,608,S5,S9,Red,1
168,420,600,608,S8,S9,Red,1
250,432,632,756,S2,S15,Red,1
388,460,563,608,S7,S15,Red,1
157,420,574,608,S9,S15,Red,1
436,469,652,774,S2,S12,Red,1
68,420,536,659,S2,S10,Red,1
253,436,632,756,S2,S16,Red,1
153,420,595,722,S2,S3,Red,1
171,420,595,722,S2,S3,Red,1
199,420,595,722,S2,S3,Red,1
232,431,595,722,S2,S3,Red,1
335,451,606,619,S11,S13,Red,1
84,420,536,659,S2,S11,Red,1
319,446,588,621,S6,S11,Red,1
58,420,497,624,S6,S2,Red,2
79,420,497,624,S6,S2,Red,2
93,420,497,624,S6,S2,Red,2
88,420,497,624,S7,S2,Red,2
111,420,497,624,S7,S2,Red,2
136,420,497,624,S7,S2,Red,2
41,420,497,624,S9,S2,Red,2
197,420,497,624,S13,S2,Red,2
5,420,497,624,S14,S2,Red,2
373,458,652,774,S2,S14,Red,1
490,475,652,774,S2,S14,Red,1
494,478,652,774,S2,S14,Red,1
351,455,574,625,S5,S12,Red,1
230,430,595,722,S2,S4,Red,1
343,452,619,628,S13,S15,Red,1
37,420,536,659,S2,S13,Red,1
342,452,564,632,S4,S13,Red,1
311,446,574,632,S5,S13,Red,1
135,420,595,722,S2,S5,Red,1
142,420,595,722,S2,S5,Red,1
202,426,598,636,S10,S16,Red,1
348,452,606,636,S11,S16,Red,1
6,420,536,659,S2,S14,Red,1
29,420,536,659,S2,S14,Red,1
204,426,608,638,S9,S14,Red,1
559,490,625,638,S12,S14,Red,1
43,420,536,659,S2,S15,Red,1
141,420,600,643,S8,S15,Red,1
363,455,621,643,S11,S15,Red,1
48,420,516,644,S4,S2,Red,2
120,420,516,644,S4,S2,Red,2
31,420,516,644,S5,S2,Red,2
172,420,516,644,S5,S2,Red,2
73,420,516,644,S9,S2,Red,2
26,420,516,644,S10,S2,Red,2
208,426,516,644,S13,S2,Red,2
89,420,516,644,S15,S2,Red,2
236,431,618,647,S3,S6,Red,1
310,444,588,652,S6,S16,Red,1
279,440,632,756,S2,S3,Red,1
316,446,632,756,S2,S3,Red,1
318,446,632,756,S2,S3,Red,1
361,455,632,756,S2,S3,Red,1
125,420,595,722,S2,S7,Red,1
154,420,595,722,S2,S7,Red,1
6,420,536,659,S2,S14,Red,1
7,420,536,659,S2,S9,Red,1
9,420,536,659,S2,S8,Red,1
16,420,536,659,S2,S5,Red,1
23,420,536,659,S2,S8,Red,1
29,420,536,659,S2,S14,Red,1
36,420,536,659,S2,S9,Red,1
37,420,536,659,S2,S13,Red,1
40,420,536,659,S2,S5,Red,1
43,420,536,659,S2,S15,Red,1
46,420,536,659,S2,S5,Red,1
52,420,536,659,S2,S4,Red,1
53,420,536,659,S2,S3,Red,1
57,420,536,659,S2,S9,Red,1
60,420,536,659,S2,S6,Red,1
64,420,536,659,S2,S5,Red,1
68,420,536,659,S2,S10,Red,1
82,420,536,659,S2,S5,Red,1
84,420,536,659,S2,S11,Red,1
90,420,536,659,S2,S8,Red,1
235,431,595,722,S2,S8,Red,1
238,431,595,722,S2,S8,Red,1
214,430,618,659,S3,S8,Red,1
257,436,632,756,S2,S4,Red,1
169,420,595,722,S2,S9,Red,1
244,432,595,722,S2,S9,Red,1
249,432,618,667,S3,S9,Red,1
353,455,635,667,S5,S9,Red,1
328,450,647,667,S6,S9,Red,1
306,444,632,756,S2,S5,Red,1
270,436,655,672,S3,S5,Red,1
178,420,595,722,S2,S10,Red,1
233,431,595,722,S2,S10,Red,1
396,462,652,774,S2,S3,Red,1
454,472,652,774,S2,S3,Red,1
491,478,652,774,S2,S3,Red,1
493,478,652,774,S2,S3,Red,1
124,420,595,722,S2,S11,Red,1
139,420,595,722,S2,S11,Red,1
149,420,595,722,S2,S11,Red,1
215,430,595,722,S2,S11,Red,1
405,463,655,681,S7,S11,Red,1
420,465,652,774,S2,S4,Red,1
205,426,671,799,S3,S2,Red,2
185,420,671,799,S8,S2,Red,2
179,420,671,799,S9,S2,Red,2
383,460,671,799,S13,S2,Red,2
312,446,632,756,S2,S6,Red,1
307,444,655,684,S3,S6,Red,1
314,446,655,684,S3,S6,Red,1
434,469,652,774,S2,S5,Red,1
450,471,652,774,S2,S5,Red,1
459,472,652,774,S2,S5,Red,1
465,474,652,774,S2,S5,Red,1
273,440,632,756,S2,S7,Red,1
313,446,632,756,S2,S7,Red,1
240,431,659,694,S8,S13,Red,1
285,442,667,694,S9,S13,Red,1
501,480,806,935,S2,S3,Red,1
504,480,806,935,S2,S3,Red,1
527,485,806,935,S2,S3,Red,1
539,487,806,935,S2,S3,Red,1
589,494,806,935,S2,S3,Red,1
607,497,806,935,S2,S3,Red,1
621,504,806,935,S2,S3,Red,1
302,444,632,756,S2,S8,Red,1
216,430,618,700,S3,S14,Red,1
268,436,667,700,S9,S14,Red,1
371,458,681,700,S11,S14,Red,1
382,460,681,700,S11,S14,Red,1
303,444,632,756,S2,S9,Red,1
325,450,632,756,S2,S9,Red,1
326,450,632,756,S2,S9,Red,1
366,455,672,704,S5,S9,Red,1
242,432,595,722,S2,S15,Red,1
411,465,655,705,S7,S15,Red,1
282,442,667,705,S9,S15,Red,1
211,430,700,705,S14,S15,Red,1
398,462,692,705,S5,S6,Red,1
258,436,655,711,S3,S10,Red,1
315,446,704,711,S9,S10,Red,1
557,490,806,935,S2,S5,Red,1
591,497,806,935,S2,S5,Red,1
452,472,696,715,S3,S5,Red,1
473,475,696,715,S3,S5,Red,1
322,450,675,715,S10,S16,Red,1
369,455,652,774,S2,S8,Red,1
419,465,705,716,S6,S8,Red,1
298,443,632,756,S2,S11,Red,1
300,443,632,756,S2,S11,Red,1
124,420,595,722,S2,S11,Red,1
125,420,595,722,S2,S7,Red,1
135,420,595,722,S2,S5,Red,1
139,420,595,722,S2,S11,Red,1
142,420,595,722,S2,S5,Red,1
149,420,595,722,S2,S11,Red,1
153,420,595,722,S2,S3,Red,1
154,420,595,722,S2,S7,Red,1
169,420,595,722,S2,S9,Red,1
171,420,595,722,S2,S3,Red,1
178,420,595,722,S2,S10,Red,1
199,420,595,722,S2,S3,Red,1
215,430,595,722,S2,S11,Red,1
230,430,595,722,S2,S4,Red,1
232,431,595,722,S2,S3,Red,1
